brnd_name,forecast_2024_total_spending
corgard,371951.7842
corgard,372288.9667
corlanor,49728874.57
corlanor,46227911.28
cortef,675939.0456
cortef,673938.7012
cortenema,7578.284001
cortenema,7600.559426
cortifoam,545678.1974
cortifoam,544949.9893
cortisporin-tc,455255.3184
cortisporin-tc,452684.4599
cortrophin,44408820.33
cortrophin,68324286.33
cosela,113191.6877
cosela,112587.1741
cosentyx (2 syringes),72152974.02
cosentyx (2 syringes),89092561.08
cosentyx sensoready (2 pens),239774246.5
cosentyx sensoready (2 pens),588467728.6
cosentyx sensoready pen,151230924.0
cosentyx sensoready pen,180494829.2
cosentyx syringe,31073913.45
cosentyx syringe,29992755.17
cosentyx unoready pen,18218144.21
cosentyx unoready pen,18637763.31
cosopt,485629.7705
cosopt,375914.8231
cosopt,135064.1066
cosopt pf,5403405.636
cosopt pf,4003558.079
cosopt pf,926383.2725
cotellic,6134171.315
cotellic,7171549.599
cotempla xr-odt,230779.4983
cotempla xr-odt,230310.8471
cozaar,4771520.102
cozaar,4760232.267
creon,280935184.3
creon,1241162895.0
cresemba,73919372.98
cresemba,81270251.04
crestor,37979651.92
crestor,37087089.11
crinone,71442.41808
crinone,71343.10239
cromolyn sodium,8817980.702
cromolyn sodium,419797.0658
cromolyn sodium,1260710.192
cromolyn sodium,644716.1747
cromolyn sodium,2018657.281
cromolyn sodium,2484083.587
cromolyn sodium,43171.02037
cromolyn sodium,24231.21523
cromolyn sodium,2181872.864
crotan,14176153.28
crotan,13949438.16
cryselle,274976.1784
cryselle,275162.6871
crysvita,35617280.74
crysvita,19590309.01
crysvita,25327868.71
cuprimine,2382296.636
cuprimine,3118270.109
curity,923.258457
curity,939.5466642
curity alcohol preps,1855.195832
curity alcohol preps,1761.399212
cutaquig,4063602.24
cutaquig,2941989.8
cutaquig,1815317.381
cuvitru,34365772.19
cuvitru,32612958.26
cuvposa,274460.6933
cuvposa,274755.9461
cuvrior,362213.4791
cuvrior,358043.2611
cyanocobalamin injection,2481783.427
cyanocobalamin injection,431606.3538
cyanocobalamin injection,590849.5755
cyanocobalamin injection,665655.0332
cyanocobalamin injection,2701.911685
cyanocobalamin injection,86574.2219
cyanocobalamin injection,2576.298993
cyanocobalamin injection,4371.201678
cyanocobalamin injection,40929.98468
cyanocobalamin injection,1462.372175
cyanocobalamin injection,212.0567519
cyanocobalamin injection,113315.0175
cyanocobalamin injection,16808.27901
cyanocobalamin injection,191522.6585
cyanocobalamin injection,169004.4835
cyclobenzaprine hcl,64807320.4
cyclobenzaprine hcl,171.098564
cyclobenzaprine hcl,16082505.45
cyclobenzaprine hcl,16520269.79
cyclobenzaprine hcl,1098564.99
cyclobenzaprine hcl,785164.6424
cyclobenzaprine hcl,841249.5938
cyclobenzaprine hcl,2080858.989
cyclobenzaprine hcl,7170.596352
cyclobenzaprine hcl,8589350.756
cyclobenzaprine hcl,178.3303811
cyclobenzaprine hcl,5085858.082
cyclobenzaprine hcl,374.5624373
cyclobenzaprine hcl,9424055.324
cyclobenzaprine hcl,8524.927745
cyclobenzaprine hcl,515.5637345
cyclobenzaprine hcl,6023342.61
cyclobenzaprine hcl,3276122.022
cyclobenzaprine hcl,88.01169317
cyclobenzaprine hcl,109.2038293
cyclobenzaprine hcl er,3356766.284
cyclobenzaprine hcl er,760566.5439
cyclobenzaprine hcl er,2256533.691
cyclobenzaprine hcl er,413214.428
cyclogyl,27093.433
cyclogyl,26821.53182
cyclomydril,694.3854747
cyclomydril,693.7524708
cyclopentolate hcl,303258.665
cyclopentolate hcl,166889.8451
cyclopentolate hcl,89388.6073
cyclopentolate hcl,32020.04283
cyclophosphamide,2889299.486
cyclophosphamide,318466.767
cyclophosphamide,242620.9132
cyclophosphamide,272702.9577
cyclophosphamide,65286.99994
cyclophosphamide,259841.301
cyclophosphamide,74034.36967
cyclophosphamide,332262.2213
cyclophosphamide,521574.8422
cyclophosphamide,545578.3452
cyclophosphamide,42790.31973
cyclophosphamide,67149.62901
cyclophosphamide,75054.61166
cycloserine,139715.5306
cycloserine,61856.4659
cycloserine,95736.39651
cycloset,3281016.833
cycloset,3292374.503
cyclosporine modified,7398354.283
cyclosporine modified,4859755.201
cyclosporine modified,1772782.843
cyclosporine modified,623027.6859
cyclosporine modified,226629.06
cyclosporine,144488765.0
cyclosporine,15157.86193
cyclosporine,76678821.31
cyclosporine,14165170.51
cyclosporine,49841721.19
cyclosporine,95874567.85
cyclosporine,23602.76212
cyltezo(cf),316028.0128
cyltezo(cf),313924.953
cyltezo(cf) pen,1530387.081
cyltezo(cf) pen,1516922.848
cymbalta,18859514.31
cymbalta,18937869.14
cyproheptadine hcl,6058368.681
cyproheptadine hcl,1159.282656
cyproheptadine hcl,2850269.346
cyproheptadine hcl,479130.9745
cyproheptadine hcl,1012.466063
cyproheptadine hcl,310432.2331
cyproheptadine hcl,609218.7043
cyproheptadine hcl,263019.6317
cyproheptadine hcl,143381.1355
cyproheptadine hcl,2499.183916
cyproheptadine hcl,9244.548258
cyproheptadine hcl,303282.7522
cyproheptadine hcl,105670.7757
cyproheptadine hcl,523744.9674
cyproheptadine hcl,2277.551582
cyproheptadine hcl,894728.156
cyramza,3854887.892
cyramza,3897106.328
cyred eq,1148.193061
cyred eq,1147.805404
cystadane,2845396.987
cystadane,2821636.53
cystadrops,1991030.042
cystadrops,1964772.972
cystagon,71913.97198
cystagon,72287.91338
cystaran,1952747.232
cystaran,1989347.014
cytarabine,209.3359379
cytarabine,209.527296
cytarabine,3073.488003
cytarabine,514.9777534
cytarabine,2055.786538
cytarabine,578.0631908
cytogam,457252.9027
cytogam,454283.4637
cytomel,1968625.767
cytomel,1963398.604
cytotec,31734.95311
cytotec,31382.89515
dabigatran etexilate,78564067.16
dabigatran etexilate,84452963.44
dabigatran etexilate,1405455.182
dabigatran etexilate,71259.99016
dacarbazine,2872.12736
dacarbazine,2856.596028
dalfampridine er,66266625.16
dalfampridine er,2831249.92
dalfampridine er,6399966.932
dalfampridine er,16908283.74
dalfampridine er,701297.744
dalfampridine er,28151600.6
dalfampridine er,8874727.373
daliresp,26282231.69
daliresp,26184700.84
dalvance,13112255.87
dalvance,12780175.31
danazol,2660898.443
danazol,973027.2915
danazol,4363.423597
danazol,1767383.971
dantrium,10739.24815
dantrium,10865.48441
dantrolene sodium,3943735.599
dantrolene sodium,1003194.256
dantrolene sodium,444860.3386
dantrolene sodium,2921.115573
dantrolene sodium,2572415.07
dantrolene sodium,1528.978817
dantrolene sodium,4963.681346
dapsone,8973163.372
dapsone,244911.0075
dapsone,29450.93719
dapsone,392374.1702
dapsone,7336331.144
dapsone,52591.64604
dapsone,105509.3159
dapsone,77257.26948
dapsone,1653.36094
dapsone,43112.10747
dapsone,18697.72001
dapsone,25021.25949
dapsone,940639.6281
dapsone,98371.38102
dapsone,182620.3922
daptacel dtap,21226.60214
daptacel dtap,21052.37019
daptomycin,123294843.7
daptomycin,5009450.96
daptomycin,28351.26695
daptomycin,3587.345512
daptomycin,683672.9663
daptomycin,3567683.224
daptomycin,115913.7133
daptomycin,38074.76389
daptomycin,959799.5086
daptomycin,2695543.976
daptomycin,2584808.503
daptomycin,13689.04404
daptomycin,727781.7378
daptomycin,83390.24565
daptomycin,731970.0029
daptomycin,68210095.07
daptomycin,5736072.609
daptomycin,277415.8632
daptomycin,477460.9887
daptomycin,1741827.057
daptomycin,8531088.967
daptomycin,29822606.71
daptomycin,61991.60354
daptomycin-0.9% nacl,36201.35533
daptomycin-0.9% nacl,36222.84463
daraprim,941365.8859
daraprim,924257.2043
darifenacin er,9165797.049
darifenacin er,1805689.409
darifenacin er,4019220.061
darifenacin er,3283855.435
darifenacin er,4730.120464
darifenacin er,976458.4764
darifenacin er,38221.98505
dartisla,16520.05132
dartisla,16448.20803
darunavir,23198906.66
darunavir,19361583.0
darunavir,81711.03005
darunavir,26655.63041
darunavir,121729.2822
darunavir,4141169.43
darzalex,18495809.03
darzalex,16871957.3
darzalex faspro,67482108.97
darzalex faspro,66089051.79
dasetta,109194.073
dasetta,109649.3762
daurismo,2794140.943
daurismo,3064204.737
daybue,15088125.6
daybue,23105989.53
daypro,31555.84149
daypro,31198.0091
daysee,130855.0864
daytrana,445835.2346
daytrana,445970.611
dayvigo,16709833.37
dayvigo,16879552.55
ddavp,475475.2566
ddavp,474192.9494
deblitane,58303.80818
deblitane,58397.25179
decitabine,720280.3146
decitabine,33931.44221
decitabine,43113.72245
decitabine,227212.3261
decitabine,65008.39373
decitabine,26099.54319
decitabine,189299.1952
decitabine,5364.146586
decitabine,102027.3553
deferasirox,49247693.14
deferasirox,11260054.87
deferasirox,11789127.81
deferasirox,2965925.098
deferasirox,265681.1973
deferasirox,4766333.917
deferasirox,579954.423
deferasirox,2208437.998
deferasirox,2033871.318
deferasirox,701902.9108
deferasirox,3519988.637
deferasirox,6616610.121
deferasirox,1479689.826
deferiprone,6748000.024
deferiprone,4643569.711
deferiprone,3018703.774
deferiprone (3 times a day),5467474.797
deferiprone (3 times a day),5429157.001
deferoxamine mesylate,90318.12712
deferoxamine mesylate,10935.99123
deferoxamine mesylate,67662.23975
deferoxamine mesylate,4028.020597
delestrogen,134748.3105
delestrogen,135180.8999
delstrigo,16247085.97
delstrigo,16129700.39
delzicol,1511745.357
delzicol,1535241.022
demeclocycline hcl,5994063.49
demeclocycline hcl,6683.964517
demeclocycline hcl,2754934.891
demeclocycline hcl,3422712.87
demerol,77195.33313
demerol,77202.87997
demser,455190.0364
demser,450750.1917
denavir,863680.4666
denavir,858303.8691
denta 5000 plus,408605.9528
denta 5000 plus,409936.8498
dentagel,179660.6256
dentagel,181165.7631
depakote,12986481.94
depakote,12399270.45
depakote,288887.0637
depakote er,10601911.4
depakote er,10650667.01
depakote sprinkle,3851021.174
depakote sprinkle,3887766.587
depo-estradiol,743837.9169
depo-estradiol,742067.2532
depo-medrol,21225.13046
depo-medrol,21302.30971
depo-provera,10834.88442
depo-provera,634.269043
depo-provera,9926.723198
depo-subq provera 104,31585.84574
depo-subq provera 104,31597.34969
depo-testosterone,925500.2299
depo-testosterone,925180.1039
depo-testosterone,14995.4888
derma-smoothe-fs,12426.35471
derma-smoothe-fs,12440.97394
derma-smoothe-fs,16634.85641
derma-smoothe-fs,16668.35305
dermacea,109.1791768
dermacea,104.548428
dermacinrx lidocan,27616.59405
dermacinrx lidocan,27657.31497
dermacinrx lidogel,1429097.146
dermacinrx lidogel,1527989.945
dermacinrx lidorex,62716.86253
dermacinrx lidorex,62996.18512
dermacinrx prenatrix,26464.84021
dermacinrx prenatrix,26559.42091
dermacinrx pretrate,58395.79663
dermacinrx pretrate,58543.63851
dermotic,34803.69375
dermotic,34864.38663
descovy,237515270.4
descovy,414039092.7
desferal mesylate,36495.51321
desferal mesylate,36398.58949
desipramine hcl,4657761.243
desipramine hcl,140515.788
desipramine hcl,1652986.188
desipramine hcl,940994.0709
desipramine hcl,940214.7396
desipramine hcl,611640.2717
desipramine hcl,347455.1754
desloratadine,7922487.385
desloratadine,26726.99582
desloratadine,1975881.185
desloratadine,5570818.446
desloratadine,274732.9823
desloratadine,1252.142575
desmopressin acetate,4541429.945
desmopressin acetate,130580.0873
desmopressin acetate,259020.3884
desmopressin acetate,4276946.762
desmopressin acetate,19183337.01
desmopressin acetate,99951.06332
desmopressin acetate,55189.5692
desmopressin acetate,92123.14229
desmopressin acetate,73180.4705
desmopressin acetate,405576.1187
desmopressin acetate,22906.50677
desmopressin acetate,217597.5034
desmopressin acetate,321934.707
desmopressin acetate,915991.0315
desmopressin acetate,6114560.865
desmopressin acetate,7560513.678
desmopressin acetate,3325234.022
desmopressin acetate,141446.4891
desogestr-eth estrad eth estra,21369.23284
desogestr-eth estrad eth estra,21431.79498
desonide,10909108.56
desonide,3281312.195
desonide,69675.64096
desonide,340420.7897
desonide,1995.90986
desonide,2332915.361
desonide,15565.035
desonide,635997.7884
desonide,118576.0237
desonide,13883.64674
desonide,781443.6628
desonide,834438.812
desonide,190077.4652
desonide,963904.1071
desonide,1790713.146
desoximetasone,6706129.048
desoximetasone,6765.121687
desoximetasone,609603.3073
desoximetasone,3374127.91
desoximetasone,1412522.691
desoximetasone,10527.3652
desoximetasone,688609.3057
desoximetasone,4559.696773
desoximetasone,30982.9376
desoximetasone,223061.3507
desvenlafaxine er,1863004.513
desvenlafaxine er,1863599.059
desvenlafaxine er,2794.200898
desvenlafaxine succinate er,70042287.01
desvenlafaxine succinate er,11506801.41
desvenlafaxine succinate er,21278513.25
desvenlafaxine succinate er,21321650.22
desvenlafaxine succinate er,3370814.696
desvenlafaxine succinate er,18742031.4
desvenlafaxine succinate er,33345.67254
desvenlafaxine succinate er,156581.9171
detrol,96475.33568
detrol,95885.95766
detrol la,1509617.117
detrol la,1534139.314
dexamethasone,21836030.14
dexamethasone,595815.756
dexamethasone,7975653.884
dexamethasone,2967.281868
dexamethasone,956.6928071
dexamethasone,65926.42021
dexamethasone,3598746.315
dexamethasone,2067142.631
dexamethasone,1780783.957
dexamethasone,17739.62684
dexamethasone,289688.1845
dexamethasone,26984.49109
dexamethasone,19421.16992
dexamethasone,6847.412576
dexamethasone,1773.436085
dexamethasone,2996649.378
dexamethasone,1103727.925
dexamethasone intensol,161446.5224
dexamethasone intensol,161043.7599
dexamethasone sodium phosphate,53886.60609
dexamethasone sodium phosphate,169.7820873
dexamethasone sodium phosphate,27832.61909
dexamethasone sodium phosphate,11347.29442
dexamethasone sodium phosphate,122.7761367
dexamethasone sodium phosphate,15548.85815
dexamethasone sodium phosphate,3629132.026
dexamethasone sodium phosphate,518.1396948
dexamethasone sodium phosphate,2399.616784
dexamethasone sodium phosphate,56201.71873
dexamethasone sodium phosphate,3378930.797
dexamethasone sodium phosphate,4274.704402
dexamethasone sodium phosphate,14896.46103
dexamethasone sodium phosphate,25993.44635
dexamethasone sodium phosphate,42497.68176
dexamethasone sodium phosphate,1961.727039
dexamethasone sodium phosphate,56412.58517
dexedrine,2404806.05
dexedrine,2380714.353
dexilant,72950239.41
dexilant,80927656.22
dexlansoprazole dr,152239363.5
dexlansoprazole dr,225201660.8
dexlansoprazole dr,156711701.0
dexmethylphenidate hcl,996015.3326
dexmethylphenidate hcl,82662.81231
dexmethylphenidate hcl,3052.081379
dexmethylphenidate hcl,270656.9063
dexmethylphenidate hcl,395009.7186
dexmethylphenidate hcl,240681.06
dexmethylphenidate hcl er,6137106.239
dexmethylphenidate hcl er,336900.5377
dexmethylphenidate hcl er,243839.2821
dexmethylphenidate hcl er,1752188.486
dexmethylphenidate hcl er,1663419.362
dexmethylphenidate hcl er,886900.2607
dexmethylphenidate hcl er,151559.1224
dexmethylphenidate hcl er,168367.4448
dexmethylphenidate hcl er,61886.16033
dexmethylphenidate hcl er,11215.21305
dexmethylphenidate hcl er,1185849.54
dextroamphetamine sulfate,5164006.969
dextroamphetamine sulfate,89376.29822
dextroamphetamine sulfate,809036.3546
dextroamphetamine sulfate,1488818.659
dextroamphetamine sulfate,50283.02805
dextroamphetamine sulfate,958742.9915
dextroamphetamine sulfate,1265820.727
dextroamphetamine sulfate,55573.79868
dextroamphetamine sulfate,60301.78757
dextroamphetamine sulfate,367538.2826
dextroamphetamine sulfate er,6573832.768
dextroamphetamine sulfate er,2523265.238
dextroamphetamine sulfate er,4174519.355
dextroamphetamine sulfate er,50164.92168
dextroamphetamine-amphet er,42724346.63
dextroamphetamine-amphet er,366557.071
dextroamphetamine-amphet er,2949214.533
dextroamphetamine-amphet er,73354.96047
dextroamphetamine-amphet er,5788196.939
dextroamphetamine-amphet er,628270.493
dextroamphetamine-amphet er,375.2226286
dextroamphetamine-amphet er,3617625.666
dextroamphetamine-amphet er,2100787.951
dextroamphetamine-amphet er,10407305.32
dextroamphetamine-amphet er,2586762.135
dextroamphetamine-amphet er,530528.8908
dextroamphetamine-amphet er,45782.66351
dextroamphetamine-amphet er,9342615.112
dextroamphetamine-amphet er,48747.01962
dextroamphetamine-amphet er,340.5726065
dextroamphetamine-amphet er,3580605.584
dextroamphetamine-amphetamine,62119562.89
dextroamphetamine-amphetamine,9830.327028
dextroamphetamine-amphetamine,2985517.029
dextroamphetamine-amphetamine,136309.3799
dextroamphetamine-amphetamine,9584.147854
dextroamphetamine-amphetamine,28522.73892
dextroamphetamine-amphetamine,560936.471
dextroamphetamine-amphetamine,3339395.569
dextroamphetamine-amphetamine,17466.04651
dextroamphetamine-amphetamine,45243.3508
dextroamphetamine-amphetamine,229589.8803
dextroamphetamine-amphetamine,2988503.428
dextroamphetamine-amphetamine,22880966.5
dextroamphetamine-amphetamine,33471.49666
dextroamphetamine-amphetamine,4475948.902
dextroamphetamine-amphetamine,8341966.507
dextroamphetamine-amphetamine,9117423.811
dextroamphetamine-amphetamine,6275481.582
dextrose 10%-0.45% nacl,3226.960771
dextrose 10%-0.45% nacl,3226.06693
dextrose 5%-0.2% nacl,1750.377279
dextrose 5%-0.2% nacl,1767.435738
dextrose 5%-0.45% nacl,497964.8211
dextrose 5%-0.45% nacl,446309.2851
dextrose 5%-0.45% nacl,3673.282639
dextrose 5%-0.45% nacl,40949.25589
dextrose 5%-0.9% nacl,168761.3048
dextrose 5%-0.9% nacl,489.2362231
dextrose 5%-0.9% nacl,142553.9325
dextrose 5%-0.9% nacl,23490.20002
dextrose in lactated ringers,57083.63585
dextrose in lactated ringers,33016.74375
dextrose in lactated ringers,21432.44658
dextrose in water,18994.91533
dextrose in water,3551.672851
dextrose in water,16011.3612
dextrose in water,402025.8941
dextrose in water,285.941403
dextrose in water,390544.0138
dextrose in water,1362.781402
dextrose in water,31389.02328
dextrose in water,4968.144419
dextrose in water,2938.603368
dextrose in water,1871.344091
dextrose in water,23430.89197
dextrose in water,23443.09378
dhivy,964728.0974
dhivy,968567.2705
diacomit,1323553.399
diacomit,1401033.08
diastat acudial,21044.34048
diastat acudial,21100.70341
diazepam,21462118.11
diazepam,1708.995885
diazepam,14215778.99
diazepam,2045101.602
diazepam,384576.6959
diazepam,265.2579267
diazepam,47030.92076
diazepam,6663515.029
diazepam,6103.801042
diazepam,53096.85073
diazepam,30504.3957
diazepam,25363.60012
diazepam,89406.76461
diazepam,16240.33606
diazepam,604.7462328
diazoxide,2502021.615
diazoxide,1187568.076
diazoxide,1396533.167
dichlorphenamide,403505.7379
dichlorphenamide,397284.6025
diclegis,17461.43169
diclegis,17428.80995
diclofenac epolamine,101664962.2
diclofenac epolamine,3647175.406
diclofenac epolamine,23892737.92
diclofenac epolamine,78682590.04
diclofenac potassium,43922724.97
diclofenac potassium,229990.3872
diclofenac potassium,7740800.071
diclofenac potassium,940999.3599
diclofenac potassium,897351.1559
diclofenac potassium,889797.2518
diclofenac potassium,308927.8469
diclofenac potassium,11627.78095
diclofenac potassium,4063262.076
diclofenac potassium,785884.9813
diclofenac potassium,5453479.376
diclofenac potassium,495435.8136
diclofenac potassium,1389292.159
diclofenac potassium,816884.8953
diclofenac potassium,19586352.77
diclofenac potassium,716331.3504
diclofenac sodium er,10976542.93
diclofenac sodium er,3943775.118
diclofenac sodium er,3788945.156
diclofenac sodium er,2529540.666
diclofenac sodium er,659941.1457
diclofenac sodium,356494355.5
diclofenac sodium,266392.6443
diclofenac sodium,348218.725
diclofenac sodium,7015.091727
diclofenac sodium,29412348.14
diclofenac sodium,7864827.307
diclofenac sodium,543.1115684
diclofenac sodium,3845747.056
diclofenac sodium,3169.872298
diclofenac sodium,8663356.431
diclofenac sodium,331022.6927
diclofenac sodium,58955819.89
diclofenac sodium,17689.72173
diclofenac sodium,128435609.5
diclofenac sodium,677648.6679
diclofenac sodium,13888021.39
diclofenac sodium,54096988.77
diclofenac sodium,1279159.326
diclofenac sodium,6470406.555
diclofenac sodium,553772.0474
diclofenac sodium,1594227.908
diclofenac sodium,2986441.663
diclofenac sodium,63010.22743
diclofenac sodium,14707343.13
diclofenac sodium,24043282.92
diclofenac sodium,1027816.693
diclofenac sodium,35345690.95
diclofenac sodium-misoprostol,7470092.927
diclofenac sodium-misoprostol,1703281.372
diclofenac sodium-misoprostol,17602.37344
diclofenac sodium-misoprostol,2378081.616
diclofenac sodium-misoprostol,978.3724722
diclofenac sodium-misoprostol,261434.9457
diclofenac sodium-misoprostol,1613871.962
diclofenac sodium-misoprostol,1411257.237
dicloxacillin sodium,1264430.881
dicloxacillin sodium,799934.5379
dicloxacillin sodium,2699.736418
dicloxacillin sodium,472504.5603
dicyclomine hcl,53136513.3
dicyclomine hcl,192500.2931
dicyclomine hcl,8279.215771
dicyclomine hcl,14902488.72
dicyclomine hcl,2422231.94
dicyclomine hcl,2557361.935
dicyclomine hcl,4092124.21
dicyclomine hcl,76920.25457
dicyclomine hcl,22705.99953
dicyclomine hcl,15260944.42
dicyclomine hcl,667.6811079
dicyclomine hcl,16492.98098
dicyclomine hcl,19461.43961
dicyclomine hcl,130448.1719
dicyclomine hcl,241414.8597
dicyclomine hcl,1253128.472
dicyclomine hcl,100.3905042
dicyclomine hcl,4361.1255
dicyclomine hcl,11247186.22
differin,93995.49105
differin,93922.13004
dificid,105859714.3
dificid,103611462.0
diflorasone diacetate,15564211.83
diflorasone diacetate,6857183.178
diflorasone diacetate,6135116.266
diflorasone diacetate,9659.673122
diflorasone diacetate,2579705.145
diflucan,243104.1164
diflucan,242912.127
diflunisal,883789.3326
diflunisal,557976.3051
diflunisal,3831.237079
diflunisal,276374.5209
difluprednate,22761099.78
difluprednate,929721.2134
difluprednate,16882034.79
difluprednate,205278.3543
difluprednate,4316.95884
difluprednate,2924115.344
digitek,863.1156936
digitek,865.184548
digoxin,51836864.53
digoxin,6305682.269
digoxin,13002669.03
digoxin,81953.54024
digoxin,16793621.79
digoxin,14132.95241
digoxin,27165.74724
digoxin,23300.24087
digoxin,3909861.513
digoxin,8577110.478
digoxin,3810536.491
digoxin,39241.0102
digoxin,3313.190349
dihydroergotamine mesylate,33565600.36
dihydroergotamine mesylate,365847.7136
dihydroergotamine mesylate,227796.3004
dihydroergotamine mesylate,15289334.91
dihydroergotamine mesylate,24914.48407
dihydroergotamine mesylate,51475.11141
dihydroergotamine mesylate,64638.88043
dihydroergotamine mesylate,4509100.409
dihydroergotamine mesylate,763917.4529
dihydroergotamine mesylate,13107745.91
dihydroergotamine mesylate,20326.74595
dilantin,1561206.778
dilantin,1541260.311
dilantin,30166663.38
dilantin,28788582.96
dilantin-125,169473.6827
dilantin-125,169334.3469
dilaudid,932397.6309
dilaudid,931492.0534
dilaudid,2077.469722
dilaudid,2072.055064
dilt-xr,14665802.5
dilt-xr,14682742.7
diltiazem 12hr er,34264972.89
diltiazem 12hr er,2733737.379
diltiazem 12hr er,3735791.542
diltiazem 12hr er,127197.2563
diltiazem 12hr er,14964794.22
diltiazem 12hr er,13207919.66
diltiazem 24hr er,22877466.48
diltiazem 24hr er,19792649.2
diltiazem 24hr er,2661.343161
diltiazem 24hr er,2954891.0
diltiazem 24hr er (cd),148213275.1
diltiazem 24hr er (cd),8677809.331
diltiazem 24hr er (cd),14045.7257
diltiazem 24hr er (cd),1590.903966
diltiazem 24hr er (cd),203.9279842
diltiazem 24hr er (cd),1736.260332
diltiazem 24hr er (cd),73425678.64
diltiazem 24hr er (cd),834.3761979
diltiazem 24hr er (cd),388629.2157
diltiazem 24hr er (cd),3611265.945
diltiazem 24hr er (cd),10874656.72
diltiazem 24hr er (cd),48465692.14
diltiazem 24hr er (cd),358485.6248
diltiazem 24hr er (cd),14829102.52
diltiazem 24hr er (la),16967185.32
diltiazem 24hr er (la),10891816.14
diltiazem 24hr er (la),634419.7358
diltiazem 24hr er (la),2613032.835
diltiazem 24hr er (xr),13085958.5
diltiazem 24hr er (xr),7964361.167
diltiazem 24hr er (xr),2686856.58
diltiazem 24hr er (xr),2314484.816
diltiazem hcl,25916383.4
diltiazem hcl,21028.8968
diltiazem hcl,16359785.07
diltiazem hcl,6519559.936
diltiazem hcl,3574478.312
diltiazem hcl,286.0864714
dimethyl fumarate,107623314.5
dimethyl fumarate,8581467.048
dimethyl fumarate,15730680.37
dimethyl fumarate,11882105.84
dimethyl fumarate,19897135.25
dimethyl fumarate,431567.6124
dimethyl fumarate,28853798.75
dimethyl fumarate,10452680.19
dimethyl fumarate,715580.5828
dimethyl fumarate,63737.83838
dimethyl fumarate,14646254.79
diovan,24151781.99
diovan,24055780.92
diovan hct,7407916.911
diovan hct,7410762.183
dipentum,2769246.156
dipentum,2811685.722
diphenhydramine hcl,1510235.7
diphenhydramine hcl,12147.18164
diphenhydramine hcl,500445.1978
diphenhydramine hcl,50119.95537
diphenhydramine hcl,496446.9257
diphenhydramine hcl,481102.7873
diphenoxylate-atropine,19875823.03
diphenoxylate-atropine,4342.042495
diphenoxylate-atropine,856.1139708
diphenoxylate-atropine,380702.2015
diphenoxylate-atropine,5020443.381
diphenoxylate-atropine,1991821.894
diphenoxylate-atropine,5463986.438
diphenoxylate-atropine,1253432.051
diphenoxylate-atropine,1468.296396
diphenoxylate-atropine,548478.5789
diphenoxylate-atropine,993182.4302
diphenoxylate-atropine,2898250.589
diphenoxylate-atropine,270834.7463
diphtheria-tetanus toxoids-ped,31742.15654
diphtheria-tetanus toxoids-ped,31433.08118
diprolene,11802.83033
diprolene,11828.5691
dipyridamole,1856137.964
dipyridamole,250354.6163
dipyridamole,958731.1314
dipyridamole,24311.06523
dipyridamole,704436.6155
dipyridamole,1895.020719
diskets,129.3496463
diskets,129.2881869
disopyramide phosphate,3277584.749
disopyramide phosphate,1308676.389
disopyramide phosphate,322681.8115
disopyramide phosphate,1549928.353
disulfiram,2736170.509
disulfiram,99609.78133
disulfiram,187165.5156
disulfiram,2297359.402
disulfiram,261822.4482
ditropan xl,47606.98788
ditropan xl,47727.83812
diuril,17752.76926
diuril,17631.47356
divalproex sodium,133822376.4
divalproex sodium,27541537.38
divalproex sodium,16160562.56
divalproex sodium,16720049.01
divalproex sodium,11961875.3
divalproex sodium,15842285.83
divalproex sodium,174995.2026
divalproex sodium,5267.14417
divalproex sodium,5195199.16
divalproex sodium,31891777.93
divalproex sodium,21949671.09
divalproex sodium,12099.00491
divalproex sodium,2846.483712
divalproex sodium er,126749019.2
divalproex sodium er,2796.650005
divalproex sodium er,9371669.401
divalproex sodium er,593798.6019
divalproex sodium er,980195.4908
divalproex sodium er,118622.5044
divalproex sodium er,206452.4669
divalproex sodium er,24646542.38
divalproex sodium er,40952443.34
divalproex sodium er,2308.284276
divalproex sodium er,21552763.44
divalproex sodium er,21602367.53
divalproex sodium er,6522818.624
divigel,1013865.039
divigel,1016392.777
dobutamine hcl,18729.81799
dobutamine hcl,18531.06951
dobutamine hcl-d5w,22086.04011
dobutamine hcl-d5w,616.8756939
dobutamine hcl-d5w,21238.07218
docetaxel,1527932.672
docetaxel,50437.92946
docetaxel,176954.8347
docetaxel,13481.55525
docetaxel,13776.36958
docetaxel,23990.02386
docetaxel,340192.6235
docetaxel,756955.1632
docetaxel,92840.90607
docetaxel,6082.617726
docetaxel,106369.4362
docetaxel,47811.29883
docetaxel,4521.520632
docetaxel,30720.2181
docetaxel,6632.66225
dodex,44759.3431
dodex,44674.05468
dofetilide,81193054.99
dofetilide,35123250.95
dofetilide,10187346.54
dofetilide,18142581.29
dofetilide,155549.5642
dofetilide,103926.9966
dofetilide,73683.61881
dofetilide,1893413.277
dofetilide,2632377.866
dofetilide,4414012.632
dofetilide,12134572.59
dojolvi,2157096.965
dojolvi,2418790.166
dolishale,11946.00321
dolishale,12062.95406
donepezil hcl,112503416.0
donepezil hcl,9053.176519
donepezil hcl,53415.84243
donepezil hcl,4988454.288
donepezil hcl,4161.456387
donepezil hcl,3409.939775
donepezil hcl,3948119.971
donepezil hcl,71461224.78
donepezil hcl,398.8079984
donepezil hcl,9278526.021
donepezil hcl,19040690.94
donepezil hcl,259213.598
